index,feature,ground_truth,predicted
18559,capital-gain,-1,-1
18561,capital-gain,1,1
18565,capital-gain,1,-1
18574,capital-gain,1,1
18581,capital-gain,1,-1
18583,capital-gain,-1,-1
18589,capital-gain,-1,-1
18601,capital-gain,1,1
18607,capital-gain,1,-1
18610,capital-gain,-1,-1
18619,capital-gain,-1,-1
18629,capital-gain,-1,-1
18631,capital-gain,1,-1
18636,capital-gain,1,1
18645,capital-gain,1,1
18651,capital-gain,1,-1
18655,capital-gain,1,1
18662,capital-gain,1,1
18664,capital-gain,1,1
18676,capital-gain,-1,-1
18689,capital-gain,1,1
18692,capital-gain,1,1
18694,capital-gain,-1,-1
18696,capital-gain,1,1
18697,capital-gain,1,-1
18703,capital-gain,-1,-1
18712,capital-gain,1,1
18718,capital-gain,-1,-1
18724,capital-gain,1,1
18729,capital-gain,1,1
18734,capital-gain,1,1
18736,capital-gain,1,-1
18739,capital-gain,-1,-1
18741,capital-gain,1,1
18746,capital-gain,1,1
18748,capital-gain,-1,-1
18760,capital-gain,1,-1
18765,capital-gain,1,1
18769,capital-gain,1,1
18773,capital-gain,1,-1
18778,capital-gain,-1,-1
18780,capital-gain,1,-1
18782,capital-gain,-1,-1
18786,capital-gain,1,1
18791,capital-gain,1,1
18796,capital-gain,-1,-1
18805,capital-gain,-1,-1
18815,capital-gain,-1,-1
18831,capital-gain,1,-1
18838,capital-gain,-1,-1
18840,capital-gain,1,1
18843,capital-gain,1,1
18847,capital-gain,-1,-1
18853,capital-gain,-1,-1
18855,capital-gain,1,-1
18863,capital-gain,1,1
18865,capital-gain,-1,-1
18877,capital-gain,-1,-1
18882,capital-gain,1,-1
18885,capital-gain,1,-1
18890,capital-gain,1,-1
18896,capital-gain,1,-1
18898,capital-gain,-1,-1
18902,capital-gain,1,-1
18904,capital-gain,-1,-1
18910,capital-gain,-1,-1
18918,capital-gain,1,1
18921,capital-gain,1,1
18923,capital-gain,1,-1
18926,capital-gain,1,1
18928,capital-gain,1,1
18930,capital-gain,1,1
18934,capital-gain,-1,-1
18937,capital-gain,-1,-1
18942,capital-gain,1,-1
18947,capital-gain,1,1
18948,capital-gain,1,1
18951,capital-gain,1,1
18959,capital-gain,1,1
18961,capital-gain,-1,-1
18964,capital-gain,-1,-1
18967,capital-gain,-1,-1
18972,capital-gain,1,-1
18976,capital-gain,1,1
18980,capital-gain,1,1
18982,capital-gain,-1,-1
18987,capital-gain,1,-1
18994,capital-gain,1,1
18997,capital-gain,-1,-1
19000,capital-gain,-1,-1
19001,capital-gain,1,-1
19006,capital-gain,-1,-1
19009,capital-gain,-1,-1
19015,capital-gain,-1,-1
19018,capital-gain,-1,-1
19027,capital-gain,1,1
19034,capital-gain,1,-1
19042,capital-gain,-1,-1
19044,capital-gain,1,1
19047,capital-gain,1,1
19058,capital-gain,1,-1
19069,capital-gain,-1,-1
19072,capital-gain,1,1
19087,capital-gain,-1,-1
19093,capital-gain,1,1
19097,capital-gain,-1,-1
19099,capital-gain,1,-1
19101,capital-gain,1,-1
19105,capital-gain,-1,-1
19113,capital-gain,1,1
19119,capital-gain,1,-1
19126,capital-gain,1,1
19131,capital-gain,1,1
19140,capital-gain,1,-1
19144,capital-gain,-1,1
19149,capital-gain,1,1
19150,capital-gain,-1,-1
19156,capital-gain,-1,-1
19162,capital-gain,1,1
19165,capital-gain,1,1
19171,capital-gain,-1,-1
19172,capital-gain,1,-1
19175,capital-gain,1,1
19177,capital-gain,1,-1
19186,capital-gain,1,1
19191,capital-gain,1,1
19210,capital-gain,1,-1
19216,capital-gain,-1,1
19219,capital-gain,1,1
19226,capital-gain,1,1
19230,capital-gain,1,-1
19247,capital-gain,1,1
19248,capital-gain,1,1
19255,capital-gain,1,-1
19260,capital-gain,1,1
19264,capital-gain,-1,-1
19266,capital-gain,1,-1
19269,capital-gain,1,1
19272,capital-gain,1,1
19283,capital-gain,-1,-1
19284,capital-gain,1,1
19287,capital-gain,1,1
19291,capital-gain,-1,-1
19294,capital-gain,-1,1
19296,capital-gain,1,1
19302,capital-gain,1,1
19312,capital-gain,-1,-1
19317,capital-gain,1,1
19321,capital-gain,-1,-1
19324,capital-gain,-1,-1
19330,capital-gain,-1,-1
19333,capital-gain,-1,-1
19339,capital-gain,-1,-1
19341,capital-gain,1,-1
19344,capital-gain,1,1
19347,capital-gain,1,1
19356,capital-gain,1,1
19369,capital-gain,-1,-1
19378,capital-gain,1,-1
19380,capital-gain,1,1
19381,capital-gain,1,-1
19384,capital-gain,1,1
19387,capital-gain,-1,-1
19389,capital-gain,1,-1
19392,capital-gain,1,1
19399,capital-gain,-1,-1
19406,capital-gain,1,-1
19414,capital-gain,-1,-1
19416,capital-gain,1,-1
19420,capital-gain,-1,-1
19423,capital-gain,1,1
19426,capital-gain,1,-1
19428,capital-gain,1,-1
19430,capital-gain,-1,1
19438,capital-gain,-1,-1
19441,capital-gain,-1,-1
19450,capital-gain,-1,-1
19453,capital-gain,1,1
19457,capital-gain,1,-1
19459,capital-gain,1,1
19462,capital-gain,-1,-1
19470,capital-gain,1,1
19482,capital-gain,1,1
19485,capital-gain,1,-1
19489,capital-gain,-1,-1
19492,capital-gain,1,1
19497,capital-gain,1,1
19510,capital-gain,-1,-1
19512,capital-gain,1,1
19519,capital-gain,-1,-1
19521,capital-gain,1,-1
19526,capital-gain,1,1
19527,capital-gain,1,1
19530,capital-gain,1,-1
19537,capital-gain,1,1
7,capital-loss,-1,1
34,capital-loss,-1,-1
40,capital-loss,-1,-1
67,capital-loss,-1,-1
92,capital-loss,-1,1
94,capital-loss,-1,1
97,capital-loss,-1,1
103,capital-loss,-1,1
112,capital-loss,-1,1
115,capital-loss,-1,-1
121,capital-loss,-1,1
124,capital-loss,-1,1
173,capital-loss,-1,1
181,capital-loss,-1,1
185,capital-loss,-1,1
220,capital-loss,-1,-1
232,capital-loss,-1,1
247,capital-loss,-1,1
248,capital-loss,-1,1
283,capital-loss,-1,-1
286,capital-loss,-1,1
314,capital-loss,-1,1
323,capital-loss,-1,-1
328,capital-loss,-1,1
332,capital-loss,-1,1
335,capital-loss,-1,1
338,capital-loss,-1,1
341,capital-loss,-1,1
352,capital-loss,-1,1
358,capital-loss,-1,-1
361,capital-loss,-1,-1
367,capital-loss,-1,-1
373,capital-loss,-1,-1
383,capital-loss,-1,-1
385,capital-loss,-1,1
397,capital-loss,-1,-1
442,capital-loss,-1,1
458,capital-loss,-1,-1
484,capital-loss,-1,1
493,capital-loss,-1,1
496,capital-loss,-1,1
514,capital-loss,-1,-1
556,capital-loss,-1,1
578,capital-loss,-1,1
596,capital-loss,-1,1
631,capital-loss,-1,1
646,capital-loss,-1,1
652,capital-loss,-1,1
655,capital-loss,-1,1
661,capital-loss,-1,1
670,capital-loss,-1,-1
686,capital-loss,-1,1
707,capital-loss,-1,-1
724,capital-loss,-1,-1
733,capital-loss,-1,1
737,capital-loss,-1,1
745,capital-loss,-1,1
775,capital-loss,-1,1
778,capital-loss,-1,-1
787,capital-loss,-1,1
802,capital-loss,-1,-1
814,capital-loss,-1,1
829,capital-loss,-1,1
838,capital-loss,-1,-1
847,capital-loss,-1,1
853,capital-loss,-1,1
856,capital-loss,-1,1
857,capital-loss,-1,1
919,capital-loss,-1,-1
940,capital-loss,-1,1
943,capital-loss,-1,1
971,capital-loss,-1,-1
992,capital-loss,-1,1
1012,capital-loss,-1,-1
1033,capital-loss,-1,1
1039,capital-loss,-1,1
1049,capital-loss,-1,1
1054,capital-loss,-1,-1
1081,capital-loss,-1,-1
1082,capital-loss,1,1
1084,capital-loss,-1,-1
1088,capital-loss,-1,1
1153,capital-loss,-1,1
1159,capital-loss,-1,1
1171,capital-loss,-1,-1
1174,capital-loss,-1,-1
1213,capital-loss,-1,1
1220,capital-loss,-1,1
1229,capital-loss,-1,1
1264,capital-loss,-1,1
1267,capital-loss,-1,-1
1273,capital-loss,-1,1
1279,capital-loss,-1,1
1291,capital-loss,-1,1
1295,capital-loss,-1,1
1307,capital-loss,1,1
1309,capital-loss,-1,-1
1354,capital-loss,-1,-1
1378,capital-loss,-1,1
1402,capital-loss,-1,1
1414,capital-loss,-1,1
1420,capital-loss,-1,1
1423,capital-loss,-1,-1
1424,capital-loss,1,1
1429,capital-loss,-1,1
1432,capital-loss,-1,1
1435,capital-loss,-1,-1
1462,capital-loss,-1,1
1475,capital-loss,-1,-1
1478,capital-loss,1,-1
1485,capital-loss,-1,-1
1489,capital-loss,-1,-1
1508,capital-loss,-1,-1
1516,capital-loss,-1,1
1519,capital-loss,-1,-1
1525,capital-loss,-1,1
1552,capital-loss,-1,-1
1561,capital-loss,-1,-1
1567,capital-loss,-1,-1
1577,capital-loss,-1,-1
1580,capital-loss,-1,-1
1616,capital-loss,-1,-1
1624,capital-loss,-1,-1
1627,capital-loss,-1,-1
1633,capital-loss,-1,-1
1663,capital-loss,-1,-1
1666,capital-loss,-1,-1
1681,capital-loss,-1,-1
1709,capital-loss,1,-1
1759,capital-loss,-1,-1
1769,capital-loss,1,-1
1774,capital-loss,-1,-1
1793,capital-loss,-1,1
1797,capital-loss,-1,-1
1799,capital-loss,-1,-1
1801,capital-loss,-1,-1
1805,capital-loss,-1,-1
1807,capital-loss,-1,-1
1826,capital-loss,-1,-1
1828,capital-loss,-1,-1
1849,capital-loss,-1,-1
1876,capital-loss,-1,-1
1897,capital-loss,-1,-1
1906,capital-loss,-1,-1
1915,capital-loss,-1,-1
1948,capital-loss,-1,-1
1958,capital-loss,-1,-1
1981,capital-loss,-1,-1
1993,capital-loss,-1,-1
2002,capital-loss,-1,-1
2014,capital-loss,-1,1
2018,capital-loss,-1,-1
2041,capital-loss,-1,-1
2069,capital-loss,-1,-1
2092,capital-loss,-1,-1
2102,capital-loss,-1,-1
2104,capital-loss,-1,-1
2110,capital-loss,-1,-1
2125,capital-loss,-1,-1
2132,capital-loss,-1,-1
2152,capital-loss,-1,-1
2156,capital-loss,-1,-1
2174,capital-loss,-1,-1
2176,capital-loss,-1,-1
2179,capital-loss,-1,-1
2198,capital-loss,-1,-1
2200,capital-loss,-1,-1
2233,capital-loss,-1,-1
2236,capital-loss,-1,1
2254,capital-loss,-1,-1
2275,capital-loss,-1,-1
2294,capital-loss,1,1
2308,capital-loss,-1,-1
2339,capital-loss,-1,-1
2341,capital-loss,-1,-1
2347,capital-loss,-1,-1
2357,capital-loss,-1,-1
2360,capital-loss,-1,-1
2374,capital-loss,-1,-1
2404,capital-loss,-1,-1
2413,capital-loss,-1,-1
2438,capital-loss,-1,-1
2464,capital-loss,-1,-1
2473,capital-loss,-1,-1
2474,capital-loss,1,-1
2482,capital-loss,-1,-1
2490,capital-loss,1,1
2506,capital-loss,-1,-1
2510,capital-loss,-1,1
2521,capital-loss,-1,-1
2537,capital-loss,-1,1
2545,capital-loss,-1,-1
2551,capital-loss,-1,1
2554,capital-loss,-1,-1
2572,capital-loss,-1,-1
2585,capital-loss,-1,-1
2608,capital-loss,-1,-1
2645,capital-loss,-1,-1
2653,capital-loss,-1,-1
2660,capital-loss,-1,-1
2675,capital-loss,1,1
2690,capital-loss,-1,-1
2696,capital-loss,-1,-1
2707,capital-loss,-1,-1
2729,capital-loss,-1,-1
2738,capital-loss,-1,-1
2743,capital-loss,-1,-1
2764,capital-loss,-1,-1
2767,capital-loss,-1,-1
2770,capital-loss,-1,-1
2780,capital-loss,-1,-1
2786,capital-loss,-1,-1
2798,capital-loss,-1,-1
2800,capital-loss,-1,1
2824,capital-loss,-1,-1
2827,capital-loss,-1,-1
2830,capital-loss,-1,-1
2878,capital-loss,-1,-1
2891,capital-loss,-1,-1
2900,capital-loss,-1,1
2917,capital-loss,-1,1
2933,capital-loss,-1,-1
2947,capital-loss,-1,1
2965,capital-loss,-1,-1
2983,capital-loss,-1,-1
2990,capital-loss,-1,-1
2992,capital-loss,-1,1
3007,capital-loss,-1,-1
3034,capital-loss,-1,-1
3052,capital-loss,-1,-1
3058,capital-loss,-1,-1
3106,capital-loss,-1,-1
3109,capital-loss,-1,-1
3113,capital-loss,-1,-1
3140,capital-loss,-1,-1
3175,capital-loss,-1,-1
3229,capital-loss,-1,1
3232,capital-loss,-1,1
3235,capital-loss,-1,1
3260,capital-loss,-1,-1
3265,capital-loss,-1,-1
3274,capital-loss,-1,-1
3278,capital-loss,-1,1
3296,capital-loss,-1,-1
3298,capital-loss,-1,-1
3320,capital-loss,-1,1
3349,capital-loss,-1,-1
3352,capital-loss,-1,-1
3362,capital-loss,-1,-1
3382,capital-loss,-1,-1
3385,capital-loss,-1,-1
3388,capital-loss,-1,-1
3391,capital-loss,-1,1
3392,capital-loss,-1,-1
3394,capital-loss,-1,1
3403,capital-loss,-1,1
3410,capital-loss,-1,-1
3412,capital-loss,-1,-1
3436,capital-loss,-1,-1
3446,capital-loss,1,1
3451,capital-loss,-1,1
3458,capital-loss,-1,-1
3463,capital-loss,-1,1
3475,capital-loss,-1,-1
3499,capital-loss,-1,-1
3509,capital-loss,-1,1
3517,capital-loss,-1,-1
3533,capital-loss,-1,-1
3548,capital-loss,-1,-1
3629,capital-loss,-1,-1
3643,capital-loss,-1,-1
3695,capital-loss,-1,-1
3698,capital-loss,1,-1
3748,capital-loss,-1,1
3755,capital-loss,1,1
3757,capital-loss,-1,-1
3781,capital-loss,-1,-1
3793,capital-loss,-1,-1
3799,capital-loss,-1,-1
3874,capital-loss,-1,-1
3880,capital-loss,-1,1
3884,capital-loss,-1,-1
3889,capital-loss,-1,-1
3896,capital-loss,-1,-1
3898,capital-loss,-1,-1
3902,capital-loss,-1,1
3944,capital-loss,-1,1
3947,capital-loss,-1,-1
3964,capital-loss,-1,-1
3967,capital-loss,-1,-1
3985,capital-loss,-1,-1
3997,capital-loss,-1,-1
4018,capital-loss,-1,-1
4070,capital-loss,-1,-1
4078,capital-loss,-1,1
4108,capital-loss,-1,-1
4138,capital-loss,-1,-1
4150,capital-loss,-1,-1
4159,capital-loss,-1,-1
4165,capital-loss,-1,-1
4166,capital-loss,-1,-1
4220,capital-loss,-1,-1
4246,capital-loss,-1,-1
4249,capital-loss,-1,-1
4253,capital-loss,-1,-1
4304,capital-loss,-1,-1
4309,capital-loss,-1,-1
4330,capital-loss,-1,-1
4333,capital-loss,-1,-1
4354,capital-loss,-1,-1
4372,capital-loss,-1,-1
4378,capital-loss,-1,1
4396,capital-loss,-1,-1
4405,capital-loss,-1,-1
4423,capital-loss,-1,-1
4438,capital-loss,-1,-1
4442,capital-loss,-1,-1
4469,capital-loss,-1,-1
4477,capital-loss,-1,-1
4483,capital-loss,-1,-1
4492,capital-loss,-1,1
4495,capital-loss,-1,-1
4589,capital-loss,-1,-1
4597,capital-loss,-1,-1
4601,capital-loss,-1,-1
4607,capital-loss,-1,-1
4624,capital-loss,-1,-1
4627,capital-loss,-1,1
4684,capital-loss,-1,-1
4699,capital-loss,-1,-1
4717,capital-loss,-1,-1
4723,capital-loss,-1,1
4729,capital-loss,-1,-1
4786,capital-loss,-1,-1
4804,capital-loss,-1,1
4810,capital-loss,-1,-1
4864,capital-loss,-1,1
4868,capital-loss,-1,-1
4871,capital-loss,-1,-1
4909,capital-loss,-1,-1
4912,capital-loss,-1,-1
4936,capital-loss,-1,-1
4942,capital-loss,-1,-1
4949,capital-loss,-1,-1
4958,capital-loss,-1,-1
4960,capital-loss,-1,-1
4976,capital-loss,-1,-1
5035,capital-loss,-1,-1
5051,capital-loss,-1,-1
5059,capital-loss,-1,-1
5068,capital-loss,-1,-1
5074,capital-loss,-1,1
5075,capital-loss,-1,-1
5092,capital-loss,-1,-1
5105,capital-loss,-1,-1
5116,capital-loss,-1,-1
5122,capital-loss,-1,-1
5140,capital-loss,-1,-1
5149,capital-loss,-1,-1
5153,capital-loss,-1,-1
5179,capital-loss,-1,-1
5182,capital-loss,-1,-1
5200,capital-loss,-1,-1
5224,capital-loss,-1,-1
5227,capital-loss,-1,-1
5230,capital-loss,-1,-1
5239,capital-loss,1,-1
5263,capital-loss,-1,-1
5288,capital-loss,-1,-1
5297,capital-loss,-1,-1
5308,capital-loss,-1,1
5314,capital-loss,-1,1
5326,capital-loss,-1,1
5329,capital-loss,-1,-1
5342,capital-loss,-1,-1
5350,capital-loss,-1,-1
5353,capital-loss,-1,-1
5356,capital-loss,-1,-1
5371,capital-loss,-1,-1
5374,capital-loss,-1,-1
5378,capital-loss,-1,-1
5381,capital-loss,-1,-1
5390,capital-loss,-1,-1
5404,capital-loss,-1,-1
5413,capital-loss,-1,-1
5431,capital-loss,-1,-1
5437,capital-loss,-1,-1
5461,capital-loss,-1,-1
5468,capital-loss,-1,1
5479,capital-loss,-1,-1
5491,capital-loss,-1,-1
5497,capital-loss,-1,-1
5500,capital-loss,-1,-1
5504,capital-loss,1,1
5509,capital-loss,-1,1
5510,capital-loss,-1,-1
5521,capital-loss,-1,-1
5542,capital-loss,-1,-1
5549,capital-loss,-1,1
5557,capital-loss,-1,-1
5558,capital-loss,-1,-1
5573,capital-loss,-1,-1
5584,capital-loss,1,1
5602,capital-loss,-1,-1
5611,capital-loss,-1,-1
5614,capital-loss,-1,-1
5620,capital-loss,-1,-1
5641,capital-loss,-1,-1
5644,capital-loss,-1,-1
5653,capital-loss,-1,-1
5659,capital-loss,-1,-1
5693,capital-loss,-1,1
5707,capital-loss,-1,-1
5719,capital-loss,-1,-1
5722,capital-loss,-1,-1
5729,capital-loss,-1,-1
5743,capital-loss,-1,-1
5764,capital-loss,-1,1
5783,capital-loss,-1,-1
5785,capital-loss,-1,-1
5788,capital-loss,-1,-1
5797,capital-loss,-1,-1
5800,capital-loss,-1,-1
5809,capital-loss,-1,-1
5825,capital-loss,-1,-1
5827,capital-loss,-1,-1
5833,capital-loss,-1,-1
5836,capital-loss,-1,-1
5840,capital-loss,-1,-1
5843,capital-loss,-1,-1
5849,capital-loss,-1,-1
5897,capital-loss,-1,-1
5908,capital-loss,-1,-1
5923,capital-loss,-1,1
5929,capital-loss,-1,-1
5938,capital-loss,-1,-1
5941,capital-loss,-1,-1
5962,capital-loss,-1,-1
5971,capital-loss,-1,-1
5986,capital-loss,-1,-1
5989,capital-loss,-1,-1
5992,capital-loss,-1,-1
5996,capital-loss,-1,-1
6020,capital-loss,-1,-1
6050,capital-loss,-1,1
6061,capital-loss,-1,-1
6091,capital-loss,-1,-1
6106,capital-loss,-1,1
6133,capital-loss,-1,-1
6149,capital-loss,-1,1
6179,capital-loss,-1,-1
6217,capital-loss,-1,-1
6220,capital-loss,-1,-1
6229,capital-loss,-1,-1
6254,capital-loss,-1,-1
6289,capital-loss,-1,-1
6298,capital-loss,1,-1
6305,capital-loss,-1,-1
6314,capital-loss,-1,-1
6343,capital-loss,-1,-1
6361,capital-loss,-1,-1
6412,capital-loss,-1,-1
6439,capital-loss,-1,-1
6455,capital-loss,-1,1
6469,capital-loss,-1,-1
6487,capital-loss,-1,-1
6517,capital-loss,-1,-1
6559,capital-loss,-1,-1
6563,capital-loss,-1,-1
6565,capital-loss,-1,-1
6586,capital-loss,-1,-1
6611,capital-loss,-1,-1
6622,capital-loss,-1,-1
6659,capital-loss,1,-1
6661,capital-loss,-1,-1
6712,capital-loss,-1,-1
6721,capital-loss,-1,-1
6731,capital-loss,-1,-1
6793,capital-loss,-1,1
6796,capital-loss,-1,-1
6832,capital-loss,-1,-1
6833,capital-loss,-1,-1
6835,capital-loss,-1,-1
6841,capital-loss,-1,-1
6850,capital-loss,-1,1
6874,capital-loss,-1,-1
6883,capital-loss,-1,-1
6892,capital-loss,-1,-1
6919,capital-loss,-1,1
6935,capital-loss,-1,-1
6940,capital-loss,-1,-1
6949,capital-loss,-1,-1
6955,capital-loss,-1,-1
6964,capital-loss,-1,-1
6985,capital-loss,-1,1
6997,capital-loss,-1,-1
7030,capital-loss,-1,-1
7036,capital-loss,-1,-1
7040,capital-loss,-1,-1
7066,capital-loss,-1,1
7078,capital-loss,-1,-1
7081,capital-loss,-1,-1
7102,capital-loss,-1,-1
7114,capital-loss,-1,-1
7126,capital-loss,-1,1
7156,capital-loss,-1,-1
7160,capital-loss,-1,-1
7184,capital-loss,-1,-1
7189,capital-loss,-1,-1
7199,capital-loss,1,-1
7217,capital-loss,-1,-1
7220,capital-loss,-1,-1
7225,capital-loss,-1,-1
7231,capital-loss,-1,-1
7292,capital-loss,-1,-1
7294,capital-loss,-1,-1
7298,capital-loss,-1,-1
7316,capital-loss,-1,1
7327,capital-loss,-1,-1
7354,capital-loss,-1,-1
7360,capital-loss,-1,-1
7405,capital-loss,-1,-1
7420,capital-loss,-1,-1
7424,capital-loss,-1,-1
7425,capital-loss,-1,1
7429,capital-loss,-1,-1
7441,capital-loss,-1,-1
7447,capital-loss,-1,-1
7477,capital-loss,-1,1
7481,capital-loss,-1,-1
7507,capital-loss,-1,-1
7514,capital-loss,-1,-1
7520,capital-loss,-1,-1
7550,capital-loss,-1,-1
7565,capital-loss,-1,-1
7579,capital-loss,-1,-1
7622,capital-loss,-1,-1
7658,capital-loss,-1,-1
7660,capital-loss,1,-1
7663,capital-loss,-1,-1
7666,capital-loss,-1,1
7672,capital-loss,-1,-1
7675,capital-loss,-1,-1
7678,capital-loss,-1,-1
7681,capital-loss,-1,-1
7703,capital-loss,-1,-1
7714,capital-loss,-1,-1
7747,capital-loss,-1,-1
7750,capital-loss,-1,-1
7777,capital-loss,-1,-1
7786,capital-loss,-1,-1
7820,capital-loss,-1,-1
7829,capital-loss,-1,-1
7843,capital-loss,-1,-1
7849,capital-loss,-1,-1
7855,capital-loss,-1,1
7858,capital-loss,-1,-1
7861,capital-loss,-1,-1
7885,capital-loss,-1,-1
7910,capital-loss,-1,1
7933,capital-loss,-1,-1
7949,capital-loss,-1,-1
7957,capital-loss,-1,-1
7960,capital-loss,-1,-1
7966,capital-loss,-1,-1
8000,capital-loss,-1,-1
8024,capital-loss,-1,-1
8038,capital-loss,-1,-1
8069,capital-loss,-1,-1
8077,capital-loss,-1,-1
8084,capital-loss,-1,-1
8093,capital-loss,-1,-1
8101,capital-loss,-1,-1
8105,capital-loss,-1,-1
8108,capital-loss,-1,-1
8141,capital-loss,-1,-1
8143,capital-loss,-1,1
8147,capital-loss,-1,-1
8162,capital-loss,-1,-1
8164,capital-loss,-1,1
8165,capital-loss,-1,-1
8200,capital-loss,-1,-1
8204,capital-loss,1,1
8224,capital-loss,-1,-1
8225,capital-loss,-1,-1
8236,capital-loss,-1,1
8267,capital-loss,-1,-1
8276,capital-loss,-1,-1
8279,capital-loss,-1,-1
8296,capital-loss,-1,-1
8314,capital-loss,-1,-1
8318,capital-loss,-1,-1
8324,capital-loss,-1,1
8336,capital-loss,-1,-1
8344,capital-loss,-1,-1
8347,capital-loss,-1,-1
8356,capital-loss,-1,-1
8387,capital-loss,-1,-1
8390,capital-loss,-1,1
8398,capital-loss,-1,-1
8401,capital-loss,-1,-1
8416,capital-loss,-1,-1
8420,capital-loss,-1,-1
8440,capital-loss,-1,-1
8461,capital-loss,-1,1
8462,capital-loss,-1,-1
8482,capital-loss,-1,-1
8489,capital-loss,-1,1
8497,capital-loss,-1,-1
8510,capital-loss,-1,-1
8515,capital-loss,-1,-1
8524,capital-loss,-1,1
8530,capital-loss,-1,-1
8542,capital-loss,-1,-1
8551,capital-loss,-1,-1
8561,capital-loss,-1,-1
8593,capital-loss,-1,-1
8599,capital-loss,-1,-1
8611,capital-loss,-1,-1
8624,capital-loss,-1,-1
8627,capital-loss,-1,-1
8636,capital-loss,-1,-1
8665,capital-loss,-1,-1
8675,capital-loss,-1,-1
8687,capital-loss,-1,-1
8689,capital-loss,-1,-1
8695,capital-loss,-1,-1
8704,capital-loss,-1,1
8719,capital-loss,-1,-1
8720,capital-loss,-1,-1
8728,capital-loss,-1,-1
8786,capital-loss,-1,-1
8818,capital-loss,-1,-1
8851,capital-loss,-1,-1
8891,capital-loss,-1,-1
8896,capital-loss,-1,-1
8914,capital-loss,1,1
8953,capital-loss,-1,-1
8959,capital-loss,-1,-1
8968,capital-loss,1,1
8974,capital-loss,-1,-1
8975,capital-loss,-1,-1
8980,capital-loss,-1,1
9004,capital-loss,-1,-1
9035,capital-loss,-1,-1
9038,capital-loss,-1,-1
9043,capital-loss,-1,-1
9082,capital-loss,-1,-1
9095,capital-loss,-1,-1
9100,capital-loss,-1,-1
9103,capital-loss,-1,-1
9115,capital-loss,-1,1
9145,capital-loss,-1,-1
9175,capital-loss,-1,-1
9193,capital-loss,-1,-1
9197,capital-loss,-1,-1
9211,capital-loss,-1,-1
9214,capital-loss,-1,1
9215,capital-loss,-1,-1
9217,capital-loss,-1,-1
9223,capital-loss,-1,-1
9247,capital-loss,-1,-1
9248,capital-loss,-1,-1
9256,capital-loss,-1,-1
9274,capital-loss,-1,-1
9280,capital-loss,-1,-1
9329,capital-loss,-1,1
9340,capital-loss,-1,-1
9358,capital-loss,-1,-1
9368,capital-loss,-1,1
9379,capital-loss,-1,-1
9439,capital-loss,-1,1
9440,capital-loss,-1,-1
9445,capital-loss,-1,1
9457,capital-loss,-1,-1
9460,capital-loss,-1,-1
9463,capital-loss,-1,-1
9464,capital-loss,1,1
9541,capital-loss,-1,1
9542,capital-loss,-1,-1
9550,capital-loss,-1,-1
9569,capital-loss,-1,-1
9578,capital-loss,-1,-1
9583,capital-loss,-1,-1
9620,capital-loss,-1,-1
9631,capital-loss,-1,-1
9634,capital-loss,-1,-1
9664,capital-loss,-1,-1
9676,capital-loss,-1,-1
9758,capital-loss,-1,-1
9761,capital-loss,-1,-1
9767,capital-loss,-1,-1
9778,capital-loss,-1,-1
9805,capital-loss,-1,-1
9832,capital-loss,-1,-1
9853,capital-loss,-1,-1
9886,capital-loss,-1,-1
9890,capital-loss,-1,-1
9914,capital-loss,-1,-1
9916,capital-loss,-1,1
9931,capital-loss,-1,-1
9938,capital-loss,-1,-1
9940,capital-loss,-1,-1
9967,capital-loss,-1,-1
10027,capital-loss,-1,-1
10037,capital-loss,-1,-1
10042,capital-loss,-1,-1
10048,capital-loss,-1,-1
10069,capital-loss,-1,-1
10093,capital-loss,-1,-1
10112,capital-loss,-1,-1
10126,capital-loss,-1,-1
10138,capital-loss,-1,-1
10168,capital-loss,-1,-1
10183,capital-loss,-1,-1
10193,capital-loss,-1,1
10201,capital-loss,-1,-1
10204,capital-loss,-1,-1
10249,capital-loss,-1,-1
10282,capital-loss,-1,-1
10289,capital-loss,-1,-1
10291,capital-loss,-1,-1
10303,capital-loss,-1,-1
10309,capital-loss,-1,-1
10366,capital-loss,-1,-1
10372,capital-loss,-1,-1
10379,capital-loss,-1,-1
10384,capital-loss,-1,-1
10403,capital-loss,-1,-1
10408,capital-loss,-1,-1
10411,capital-loss,-1,-1
10427,capital-loss,-1,-1
10441,capital-loss,-1,-1
10453,capital-loss,-1,-1
10462,capital-loss,-1,-1
10495,capital-loss,-1,-1
10514,capital-loss,-1,-1
10516,capital-loss,-1,-1
10522,capital-loss,-1,-1
10594,capital-loss,-1,1
10595,capital-loss,-1,-1
10598,capital-loss,-1,-1
10619,capital-loss,-1,-1
10630,capital-loss,-1,-1
10646,capital-loss,1,-1
10655,capital-loss,-1,-1
10679,capital-loss,-1,-1
10693,capital-loss,-1,-1
10696,capital-loss,-1,-1
10726,capital-loss,-1,-1
10735,capital-loss,-1,-1
10741,capital-loss,-1,-1
10747,capital-loss,-1,-1
10756,capital-loss,-1,-1
10762,capital-loss,-1,-1
10765,capital-loss,-1,-1
10792,capital-loss,-1,1
10795,capital-loss,-1,1
10799,capital-loss,-1,-1
10810,capital-loss,-1,-1
10819,capital-loss,-1,-1
10831,capital-loss,-1,-1
10840,capital-loss,-1,-1
10865,capital-loss,-1,-1
10885,capital-loss,-1,-1
10900,capital-loss,-1,-1
10939,capital-loss,-1,-1
10945,capital-loss,-1,-1
11012,capital-loss,1,1
